line_idx,rec_idx,bbox
0,0,"[579, 190, 1303, 1013]"
0,0,"[658, 388, 1211, 1528]"
0,0,"[654, 696, 1001, 2251]"
0,0,"[805, 508, 1204, 805]"
0,0,"[699, 108, 991, 2162]"
0,0,"[612, 775, 1031, 2051]"
0,0,"[586, 203, 1254, 819]"
0,0,"[692, 672, 945, 1010]"
0,0,"[870, 777, 1025, 1051]"
0,0,"[502, 497, 1190, 1456]"
0,0,"[1126, 641, 1202, 844]"
0,0,"[839, 359, 1202, 1513]"
0,0,"[923, 147, 1268, 677]"
0,0,"[544, 547, 1189, 1057]"
0,0,"[744, 882, 1088, 1009]"
0,0,"[805, 153, 1006, 1571]"
0,0,"[1034, 169, 1290, 940]"
0,0,"[820, 354, 1286, 2251]"
0,0,"[592, 184, 1248, 960]"
0,0,"[478, 219, 1163, 1587]"
0,0,"[679, 912, 1129, 1573]"
0,0,"[822, 152, 1030, 900]"
0,0,"[714, 362, 1303, 883]"
0,0,"[570, 151, 1084, 2254]"
0,0,"[528, 731, 1253, 1586]"
0,0,"[768, 530, 1222, 2301]"
0,0,"[730, 581, 1193, 1565]"
0,0,"[593, 681, 1297, 915]"
0,0,"[512, 362, 1082, 1541]"
0,0,"[702, 849, 956, 1098]"
0,0,"[696, 181, 1037, 1429]"
0,0,"[795, 767, 1300, 2245]"
0,0,"[633, 195, 1292, 2041]"
0,0,"[650, 756, 842, 1099]"
0,0,"[606, 146, 1041, 1059]"
0,0,"[434, 217, 1137, 892]"
0,0,"[625, 633, 848, 2291]"
0,0,"[460, 773, 1142, 1596]"
0,0,"[617, 183, 1054, 2284]"
0,0,"[637, 567, 1299, 1731]"
0,0,"[879, 181, 1364, 1056]"
0,0,"[643, 144, 867, 1431]"
0,0,"[828, 630, 1351, 1098]"
0,0,"[569, 254, 1187, 2301]"
0,0,"[873, 589, 1237, 883]"
0,0,"[637, 183, 1135, 934]"
0,0,"[432, 175, 1314, 768]"
0,0,"[880, 394, 1322, 809]"
0,0,"[869, 438, 1176, 2118]"
0,0,"[510, 841, 1305, 2045]"
0,0,"[679, 421, 1244, 825]"
0,0,"[583, 842, 947, 1497]"
0,0,"[729, 183, 1073, 792]"
0,0,"[891, 455, 1295, 1095]"
0,0,"[893, 174, 1220, 772]"
0,0,"[728, 672, 1022, 2116]"
0,0,"[568, 187, 1029, 1091]"
0,0,"[527, 650, 1228, 1546]"
0,0,"[703, 544, 1134, 1483]"
0,0,"[825, 224, 1116, 1140]"
0,0,"[581, 641, 1298, 2175]"
0,0,"[704, 173, 1052, 1046]"
0,0,"[783, 435, 1119, 786]"
0,0,"[439, 678, 1297, 2050]"
0,0,"[747, 222, 1148, 786]"
0,0,"[639, 143, 1024, 2290]"
0,0,"[458, 663, 1249, 1549]"
0,0,"[453, 489, 904, 1022]"
0,0,"[775, 147, 1192, 969]"
0,0,"[812, 703, 1091, 891]"
0,0,"[668, 226, 1082, 778]"
0,0,"[607, 711, 788, 1099]"
0,0,"[842, 480, 1146, 2294]"
0,0,"[942, 733, 1374, 879]"
0,0,"[516, 703, 864, 1497]"
0,0,"[773, 104, 1296, 707]"
0,0,"[829, 189, 1190, 1056]"
0,0,"[535, 701, 1222, 1701]"
0,0,"[602, 107, 982, 2173]"
0,0,"[995, 776, 1127, 892]"
0,0,"[692, 152, 1270, 2049]"
0,0,"[990, 422, 1297, 692]"
0,0,"[721, 186, 981, 1133]"
0,0,"[641, 440, 985, 2044]"
0,0,"[663, 226, 1012, 3101]"
0,1,"[739, 380, 1222, 1099]"
0,1,"[807, 426, 1348, 527]"
0,1,"[702, 339, 1056, 1640]"
0,1,"[602, 107, 1351, 734]"
0,1,"[515, 551, 1123, 1679]"
0,1,"[660, 258, 1095, 2001]"
0,1,"[879, 296, 1054, 3189]"
0,1,"[789, 339, 964, 1639]"
0,1,"[542, 483, 1062, 750]"
0,1,"[639, 1438, 1087, 1650]"
0,1,"[479, 434, 1249, 3103]"
0,1,"[534, 600, 876, 1429]"
0,1,"[612, 344, 1297, 539]"
0,1,"[699, 338, 815, 1864]"
0,1,"[609, 428, 1418, 1965]"
0,1,"[706, 896, 1043, 3100]"
0,1,"[540, 429, 1311, 1795]"
0,1,"[688, 349, 1207, 1253]"
0,1,"[613, 261, 978, 749]"
0,1,"[929, 341, 1289, 734]"
0,1,"[209, 335, 1200, 768]"
0,1,"[703, 908, 1189, 1526]"
0,1,"[683, 304, 1266, 1831]"
0,1,"[622, 228, 1297, 729]"
0,1,"[460, 335, 1062, 1259]"
0,1,"[510, 489, 900, 3109]"
0,1,"[554, 480, 948, 3106]"
0,1,"[504, 664, 1092, 3141]"
0,1,"[512, 486, 1364, 920]"
0,1,"[909, 912, 1307, 1824]"
0,1,"[683, 479, 1303, 683]"
0,1,"[572, 332, 1134, 696]"
0,1,"[637, 306, 796, 1433]"
0,1,"[534, 230, 974, 1512]"
0,1,"[489, 484, 934, 3103]"
0,1,"[81, 339, 1116, 784]"
0,1,"[149, 265, 913, 1988]"
0,1,"[459, 617, 1193, 3185]"
0,1,"[735, 914, 1157, 1431]"
0,1,"[1034, 685, 1193, 1835]"
0,1,"[456, 378, 1168, 3111]"
0,1,"[1035, 777, 1257, 3200]"
0,1,"[719, 302, 1248, 960]"
0,1,"[540, 471, 1125, 1629]"
0,1,"[654, 487, 1064, 2118]"
0,1,"[478, 338, 1396, 1947]"
0,1,"[699, 1010, 1324, 3115]"
0,1,"[881, 515, 1274, 1536]"
0,1,"[674, 302, 1253, 3344]"
0,1,"[591, 387, 923, 1563]"
0,1,"[736, 344, 1296, 3342]"
0,1,"[516, 379, 1392, 1580]"
0,1,"[452, 437, 1254, 555]"
0,1,"[538, 543, 1373, 1587]"
0,1,"[1103, 455, 1295, 3296]"
0,1,"[645, 397, 964, 1580]"
0,1,"[812, 703, 1222, 1782]"
0,1,"[456, 592, 1158, 3141]"
0,1,"[901, 383, 1293, 3297]"
0,1,"[568, 385, 1005, 1091]"
0,1,"[477, 431, 564, 580]"
0,1,"[502, 519, 815, 1456]"
0,1,"[698, 1432, 1194, 1903]"
0,1,"[709, 513, 1052, 1046]"
0,1,"[588, 382, 1264, 1949]"
0,1,"[465, 776, 1043, 1655]"
0,1,"[571, 349, 739, 1670]"
0,1,"[807, 385, 937, 744]"
0,1,"[579, 382, 1212, 1013]"
0,1,"[418, 714, 963, 1917]"
0,1,"[734, 381, 1025, 1801]"
0,1,"[717, 384, 901, 2173]"
0,1,"[673, 296, 1054, 1553]"
0,1,"[825, 387, 1126, 1990]"
0,1,"[670, 381, 1157, 1759]"
0,1,"[773, 386, 1014, 2159]"
0,1,"[496, 582, 991, 2162]"
0,1,"[612, 434, 1235, 1808]"
0,1,"[587, 1582, 1283, 3150]"
0,1,"[898, 258, 1386, 1547]"
0,1,"[453, 399, 954, 602]"
0,1,"[575, 340, 1119, 969]"
0,1,"[921, 340, 1216, 3201]"
0,1,"[478, 382, 1243, 3148]"
0,1,"[831, 484, 1291, 1095]"
0,1,"[733, 1548, 945, 1953]"
0,1,"[512, 259, 1045, 1628]"
0,1,"[625, 432, 1194, 2291]"
0,1,"[859, 693, 1254, 3114]"
0,1,"[1000, 431, 1311, 1796]"
0,1,"[821, 337, 1372, 673]"
0,1,"[855, 434, 1005, 1340]"
0,1,"[506, 969, 1224, 3245]"
0,1,"[649, 431, 1005, 1830]"
0,1,"[575, 574, 1175, 1495]"
0,1,"[1001, 339, 1312, 1770]"
0,1,"[571, 376, 1264, 3252]"
0,1,"[471, 432, 669, 758]"
0,1,"[693, 304, 930, 1635]"
0,1,"[726, 433, 1108, 3241]"
0,1,"[682, 496, 1251, 1630]"
0,1,"[613, 703, 1040, 2155]"
0,1,"[445, 554, 1341, 3255]"
0,1,"[581, 871, 890, 1869]"
0,1,"[693, 306, 1056, 429]"
0,1,"[583, 573, 741, 1497]"
0,1,"[527, 389, 1316, 1494]"
0,1,"[421, 466, 913, 1099]"
0,1,"[106, 293, 681, 2153]"
0,1,"[170, 345, 1429, 847]"
0,1,"[222, 342, 1387, 857]"
0,1,"[259, 335, 734, 2140]"
0,1,"[299, 326, 1130, 666]"
0,1,"[599, 675, 1317, 849]"
0,1,"[107, 384, 974, 2138]"
0,1,"[207, 368, 1273, 789]"
0,1,"[755, 776, 1043, 929]"
0,1,"[109, 270, 1253, 829]"
0,1,"[164, 271, 930, 2098]"
0,1,"[297, 264, 1020, 893]"
0,1,"[338, 254, 1306, 772]"
0,1,"[637, 809, 1007, 2095]"
0,1,"[106, 319, 1140, 896]"
0,1,"[144, 307, 1297, 2107]"
0,1,"[199, 309, 1345, 777]"
0,1,"[255, 301, 1222, 825]"
0,1,"[300, 370, 913, 2134]"
0,1,"[163, 456, 1037, 819]"
0,1,"[227, 155, 1408, 678]"
0,1,"[266, 439, 1174, 2176]"
0,1,"[348, 442, 1300, 2170]"
0,1,"[758, 147, 1031, 820]"
0,1,"[484, 426, 1363, 678]"
0,1,"[750, 625, 1332, 2156]"
0,1,"[404, 148, 1322, 809]"
0,1,"[97, 461, 870, 2104]"
0,1,"[371, 366, 945, 2179]"
0,1,"[667, 622, 1205, 834]"
0,1,"[100, 424, 957, 2127]"
0,1,"[158, 415, 1131, 894]"
0,1,"[219, 405, 1146, 2113]"
0,1,"[302, 157, 887, 1010]"
0,1,"[359, 398, 1024, 827]"
0,1,"[424, 395, 963, 2182]"
0,1,"[497, 163, 1254, 1054]"
0,1,"[516, 394, 1238, 806]"
0,1,"[702, 737, 1307, 1850]"
0,1,"[785, 701, 1116, 969]"
0,1,"[678, 921, 896, 1946]"
0,1,"[1118, 641, 1298, 1503]"
0,1,"[657, 891, 1024, 1945]"
0,1,"[1083, 686, 1344, 1864]"
0,1,"[617, 734, 1082, 955]"
0,1,"[708, 734, 1082, 1943]"
0,1,"[649, 749, 818, 1552]"
0,1,"[552, 703, 975, 1970]"
0,1,"[477, 922, 1292, 1549]"
0,1,"[791, 746, 907, 1916]"
0,1,"[655, 1094, 1328, 1913]"
0,1,"[510, 701, 1001, 1389]"
0,1,"[782, 742, 1298, 1917]"
0,1,"[902, 745, 1143, 1910]"
0,1,"[779, 650, 1228, 920]"
0,1,"[664, 925, 1387, 1399]"
0,1,"[831, 1537, 1169, 1989]"
0,1,"[437, 723, 1370, 1586]"
0,1,"[110, 130, 840, 2063]"
0,1,"[112, 167, 1206, 966]"
0,1,"[108, 202, 1100, 884]"
0,1,"[679, 676, 1073, 2061]"
0,1,"[113, 193, 1314, 768]"
0,1,"[166, 234, 1007, 2053]"
0,1,"[218, 228, 923, 1140]"
0,1,"[228, 261, 969, 926]"
0,1,"[608, 847, 846, 2023]"
0,1,"[565, 654, 1148, 1537]"
0,1,"[910, 678, 1297, 1987]"
0,1,"[443, 922, 935, 1880]"
0,1,"[545, 745, 947, 922]"
0,1,"[647, 745, 1163, 2044]"
0,1,"[810, 663, 1174, 1885]"
0,1,"[494, 899, 865, 1009]"
0,1,"[570, 1565, 958, 2035]"
0,1,"[625, 912, 1023, 1664]"
0,1,"[88, 631, 1261, 2152]"
0,1,"[134, 630, 1105, 3103]"
0,1,"[288, 528, 906, 785]"
0,1,"[203, 530, 956, 921]"
0,1,"[702, 1059, 1292, 3201]"
