path,mzl_label,name,text,edge_masks
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/8_1752_495.png,495,E2,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_8_1752_495.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/7_1713_474.png,474,AL,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_7_1713_474.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/7_1712_10.png,10,AN,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_7_1712_10.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/7_1721_514.png,514,LU2,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_7_1721_514.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/7_1745_498.png,498,E,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_7_1745_498.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/7_1746_484.png,484,KID,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_7_1746_484.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/7_1715_552.png,552,MA,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_7_1715_552.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/7_1728_839.png,839,A,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_7_1728_839.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/7_1709_559.png,559,BUR,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_7_1709_559.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/8_1759_10.png,10,AN,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_8_1759_10.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/7_1719_1.png,1,ASH,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_7_1719_1.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/7_1701_552.png,552,MA,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_7_1701_552.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/7_1739_737.png,737,KI,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_7_1739_737.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/7_1722_851.png,851,ZA,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_7_1722_851.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/7_1742_120.png,120,MASH,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_7_1742_120.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/7_1708_851.png,851,ZA,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_7_1708_851.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/7_1720_552.png,552,MA,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_7_1720_552.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/7_1740_339.png,339,GUM,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_7_1740_339.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/7_1743_5.png,5,BAL,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_7_1743_5.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/7_1736_85.png,85,LI,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_7_1736_85.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/8_1758_483.png,483,MAR,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_8_1758_483.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/7_1706_644.png,644,HI TIMES ASH2,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_7_1706_644.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/8_1762_496.png,496,KAL,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_8_1762_496.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/8_1757_248.png,248,TA,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_8_1757_248.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/7_1748_839.png,839,A,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_7_1748_839.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/7_1716_490.png,490,U2,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_7_1716_490.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/7_1731_548.png,548,ASH2,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_7_1731_548.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/8_1755_242.png,242,DUB,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_8_1755_242.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/7_1741_120.png,120,MASH,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_7_1741_120.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/8_1753_548.png,548,ASH2,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_8_1753_548.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/7_1735_883.png,883,SAL,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_7_1735_883.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/7_1705_484.png,484,KID,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_7_1705_484.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/7_1723_839.png,839,A,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_7_1723_839.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/8_1760_380.png,380,NI,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_8_1760_380.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/7_1727_839.png,839,A,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_7_1727_839.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/7_1717_514.png,514,LU2,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_7_1717_514.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/7_1749_644.png,644,HI TIMES ASH2,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_7_1749_644.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/7_1729_3.png,3,HAL,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_7_1729_3.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/8_1751_110.png,110,NAA,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_8_1751_110.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/7_1718_1.png,1,ASH,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_7_1718_1.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/8_1754_1.png,1,ASH,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_8_1754_1.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/7_1724_552.png,552,MA,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_7_1724_552.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/7_1702_839.png,839,A,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_7_1702_839.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/8_1761_737.png,737,KI,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_8_1761_737.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/7_1738_357.png,357,ISH,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_7_1738_357.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/8_1763_127.png,127,AK,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_8_1763_127.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/7_1764_560.png,560,A2,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_7_1764_560.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/7_1711_490.png,490,U2,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_7_1711_490.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/7_1744_737.png,737,KI,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_7_1744_737.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/7_1726_1.png,1,ASH,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_7_1726_1.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/7_1703_110.png,110,NAA,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_7_1703_110.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/7_1734_142.png,142,RI,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_7_1734_142.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P404881/7_1730_358.png,358,BI,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P404881_7_1730_358.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/66_2171_379.png,379,KAK,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_66_2171_379.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/66_2182_10.png,10,AN,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_66_2182_10.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/66_2211_839.png,839,A,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_66_2211_839.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/66_2184_737.png,737,KI,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_66_2184_737.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/66_2167_24.png,24,KA,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_66_2167_24.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/66_2192_181.png,181,SI,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_66_2192_181.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/66_2185_255.png,255,TUR,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_66_2185_255.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/-1_2177_266.png,266,LUGAL,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_-1_2177_266.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/-1_2248_380.png,380,NI,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_-1_2248_380.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/67_2254_258.png,258,AD,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_67_2254_258.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/66_2195_567.png,567,SHU,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_66_2195_567.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/66_2203_10.png,10,AN,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_66_2203_10.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/-1_2243_112.png,112,NU,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_-1_2243_112.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/66_2223_1.png,1,ASH,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_66_2223_1.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/66_2176_110.png,110,NAA,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_66_2176_110.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/67_2267_567.png,567,SHU,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_67_2267_567.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/67_2252_71.png,71,URU,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_67_2252_71.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/-1_2245_358.png,358,BI,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_-1_2245_358.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/66_2168_748.png,748,DISH,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_66_2168_748.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/-1_2218_362.png,362,SHIM,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_-1_2218_362.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/66_2233_567.png,567,SHU,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_66_2233_567.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/-1_2188_358.png,358,BI,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_-1_2188_358.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/66_2179_113.png,113,USH2,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_66_2179_113.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/66_2164_266.png,266,LUGAL,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_66_2164_266.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/66_2240_567.png,567,SHU,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_66_2240_567.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/66_2194_89.png,89,LA,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_66_2194_89.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/-1_2196_567.png,567,SHU,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_-1_2196_567.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/66_2224_24.png,24,KA,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_66_2224_24.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/66_2190_380.png,380,NI,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_66_2190_380.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/-1_2262_260.png,260,I A,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_-1_2262_260.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/-1_2219_380.png,380,NI,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_-1_2219_380.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/66_2215_812.png,812,LU,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_66_2215_812.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/66_2209_112.png,112,NU,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_66_2209_112.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/67_2250_599.png,599,SHA3,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_67_2250_599.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/66_2186_222.png,222,KA2,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_66_2186_222.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/66_2193_358.png,358,BI,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_66_2193_358.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/66_2200_380.png,380,NI,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_66_2200_380.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/-1_2251_599.png,599,SHA3,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_-1_2251_599.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/66_2205_113.png,113,USH2,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_66_2205_113.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/66_2236_663.png,663,U & KA,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_66_2236_663.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/67_2257_10.png,10,AN,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_67_2257_10.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/67_2256_464.png,464,PA,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_67_2256_464.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/66_2199_113.png,113,USH2,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_66_2199_113.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/67_2258_266.png,266,LUGAL,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_67_2258_266.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/67_2261_260.png,260,I A,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_67_2261_260.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/66_2214_358.png,358,BI,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_66_2214_358.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/66_2241_474.png,474,AL,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_66_2241_474.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/66_2178_744.png,744,DUN,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_66_2178_744.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/66_2232_260.png,260,I A,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_66_2232_260.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/-1_2247_661.png,661,U,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_-1_2247_661.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/66_2231_736.png,736,DI,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_66_2231_736.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/66_2221_1.png,1,ASH,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_66_2221_1.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/66_2169_10.png,10,AN,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_66_2169_10.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/66_2222_495.png,495,E2,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_66_2222_495.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/66_2217_362.png,362,SHIM,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_66_2217_362.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/67_2263_181.png,181,SI,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_67_2263_181.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/67_2265_89.png,89,LA,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_67_2265_89.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/66_2166_18.png,18,ARAD,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_66_2166_18.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/-1_2172_379.png,379,KAK,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_-1_2172_379.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/66_2239_560.png,560,A2,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_66_2239_560.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/66_2174_98.png,98,MU,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_66_2174_98.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/66_2180_380.png,380,NI,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_66_2180_380.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/66_2175_839.png,839,A,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_66_2175_839.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/66_2212_552.png,552,MA,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_66_2212_552.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/-1_2266_567.png,567,SHU,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_-1_2266_567.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/-1_2208_260.png,260,I A,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_-1_2208_260.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/66_2234_661.png,661,U,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_66_2234_661.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/66_2198_266.png,266,LUGAL,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_66_2198_266.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/66_2183_511.png,511,RA,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_66_2183_511.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/67_2249_596.png,596,UD,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_67_2249_596.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/66_2216_661.png,661,U,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_66_2216_661.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/-1_2269_553.png,553,GAL,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_-1_2269_553.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/-1_2220_495.png,495,E2,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_-1_2220_495.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/66_2229_552.png,552,MA,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_66_2229_552.png
/storage/rachel/cuneiform-sign-detection-dataset/images/P334357/66_2207_260.png,260,I A,cuneiform single ancient icon,/storage/rachel/cuneiform-sign-detection-dataset/images/edges/P334357_66_2207_260.png
